Id,MSSubClass,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,TotalBath,BedroomAbvGr,GarageCars,YrSold,SalePrice
1438,20,NridgHt,Norm,1Fam,1Story,8,5,2008,2008,1932,1,0,2,0,3,2,3,2008,394617
1439,20,OldTown,Artery,1Fam,1Story,6,7,1957,1996,1236,1,0,1,0,2,2,2,2010,149700
1440,60,NWAmes,Norm,1Fam,SLvl,7,6,1979,1979,1725,0,0,2,1,2.5,3,2,2007,197000
1441,70,Crawfor,Norm,1Fam,2.5Fin,6,7,1922,1994,2555,0,0,2,0,2,3,2,2008,191000
1442,120,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,848,1,0,1,0,2,1,2,2008,149300
1443,60,Somerst,Norm,1Fam,2Story,10,5,2008,2008,2007,1,0,2,1,3.5,3,3,2009,310000
1444,30,BrkSide,Norm,1Fam,1.5Unf,6,6,1916,1950,952,0,0,1,0,1,2,1,2009,121000
1445,20,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,1422,0,0,2,0,2,3,2,2007,179600
1446,85,Sawyer,Norm,1Fam,SFoyer,6,5,1966,1966,913,1,0,1,0,2,3,1,2007,129000
1447,20,Mitchel,Norm,1Fam,1Story,5,7,1962,1962,1188,0,0,1,0,1,3,1,2010,157900
1448,60,CollgCr,Norm,1Fam,2Story,8,5,1995,1996,2090,1,0,2,1,3.5,3,2,2007,240000
1449,50,Edwards,Norm,1Fam,2Story,4,7,1910,2000,1346,0,0,1,1,1.5,2,1,2007,112000
1450,180,MeadowV,Norm,Twnhs,SFoyer,5,7,1970,1970,630,1,0,1,0,2,1,0,2006,92000
1451,90,NAmes,Norm,Duplex,2Story,5,5,1974,1974,1792,0,0,2,2,3,4,0,2009,136000
1452,20,Somerst,Norm,1Fam,1Story,8,5,2008,2009,1578,0,0,2,0,2,3,3,2009,287090
1453,180,Edwards,Norm,TwnhsE,SLvl,5,5,2005,2005,1072,1,0,1,0,2,2,2,2006,145000
1454,20,Mitchel,Norm,1Fam,1Story,5,5,2006,2006,1140,0,0,1,0,1,3,0,2006,84500
1455,20,Somerst,Norm,1Fam,1Story,7,5,2004,2005,1221,1,0,2,0,3,2,2,2009,185000
1456,60,Gilbert,Norm,1Fam,2Story,6,5,1999,2000,1647,0,0,2,1,2.5,3,2,2007,175000
1457,20,NWAmes,Norm,1Fam,1Story,6,6,1978,1988,2073,1,0,2,0,3,3,2,2010,210000
1458,70,Crawfor,Norm,1Fam,2Story,7,9,1941,2006,2340,0,0,2,0,2,4,1,2010,266500
1459,20,NAmes,Norm,1Fam,1Story,5,6,1950,1996,1078,1,0,1,0,2,2,1,2010,142125
1460,20,Edwards,Norm,1Fam,1Story,5,6,1965,1965,1256,1,0,1,1,2.5,3,1,2008,147500
1461,20,NAmes,Feedr,1Fam,1Story,5,6,1961,1961,896,0,0,1,0,1,2,1,2010,169277.0525
1462,20,NAmes,Norm,1Fam,1Story,6,6,1958,1958,1329,0,0,1,1,1.5,3,1,2010,187758.394
1463,60,Gilbert,Norm,1Fam,2Story,5,5,1997,1998,1629,0,0,2,1,2.5,3,2,2010,183583.6836
1464,60,Gilbert,Norm,1Fam,2Story,6,6,1998,1998,1604,0,0,2,1,2.5,3,2,2010,179317.4775
1465,120,StoneBr,Norm,TwnhsE,1Story,8,5,1992,1992,1280,0,0,2,0,2,2,2,2010,150730.08
1466,60,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,1655,0,0,2,1,2.5,3,2,2010,177150.9892
1467,20,Gilbert,Norm,1Fam,1Story,6,7,1992,2007,1187,1,0,2,0,3,3,2,2010,172070.6592
1468,60,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,1465,0,0,2,1,2.5,3,2,2010,175110.9565
1469,20,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,1341,1,0,1,1,2.5,2,2,2010,162011.6988
1470,20,NAmes,Norm,1Fam,1Story,4,5,1970,1970,882,1,0,1,0,2,2,2,2010,160726.2478
1471,120,NAmes,Norm,TwnhsE,1Story,7,5,1999,1999,1337,1,0,2,0,3,2,2,2010,157933.2795
1472,160,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,987,0,0,1,1,1.5,2,1,2010,145291.245
1473,160,BrDale,Norm,Twnhs,2Story,5,5,1971,1971,1092,0,0,1,1,1.5,3,1,2010,159672.0176
1474,160,NPkVill,Norm,Twnhs,2Story,6,6,1975,1975,1456,0,0,2,1,2.5,3,2,2010,164167.5183
1475,120,NPkVill,Norm,Twnhs,1Story,7,6,1975,1975,836,0,0,1,0,1,2,1,2010,150891.6382
1476,60,NridgHt,Norm,1Fam,2Story,9,5,2009,2010,2334,0,0,2,1,2.5,3,3,2010,179460.9652
1477,20,NridgHt,Norm,1Fam,1Story,8,5,2009,2010,1544,0,0,2,0,2,3,3,2010,185034.6289
1478,20,NridgHt,PosN,1Fam,1Story,9,5,2005,2005,1698,0,0,2,0,2,3,3,2010,182352.1926
1479,20,NridgHt,Norm,1Fam,1Story,8,5,2005,2006,1822,0,0,2,0,2,3,3,2010,183053.4582
1480,20,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,2696,1,0,2,1,3.5,3,3,2010,187823.3393
1481,60,NridgHt,Norm,1Fam,2Story,8,5,2002,2002,2250,1,0,2,1,3.5,3,3,2010,186544.1143
1482,120,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,1370,0,0,2,0,2,2,2,2010,158230.7752
1483,20,Gilbert,Norm,1Fam,1Story,6,5,2005,2005,1324,0,0,2,0,2,3,2,2010,190552.8293
1484,120,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,2006,1145,0,0,2,0,2,2,2,2010,147183.6749
1485,80,Gilbert,Norm,1Fam,SLvl,7,5,2004,2004,1374,1,0,2,1,3.5,3,2,2010,185855.3009
1486,60,Gilbert,Norm,1Fam,2Story,7,5,2004,2004,1733,0,0,2,1,2.5,3,2,2010,174350.4707
1487,60,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,2475,0,0,2,1,2.5,4,3,2010,201740.6207
1488,20,Somerst,Norm,1Fam,1Story,8,5,2005,2006,1595,0,0,2,0,2,2,3,2010,162986.3789
1489,20,Somerst,Norm,1Fam,1Story,7,5,2009,2010,1218,0,0,2,0,2,2,2,2010,162330.1991
1490,20,Somerst,Norm,1Fam,1Story,6,5,2005,2005,1468,1,0,2,0,3,2,2,2010,165845.9386
1491,60,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,1659,0,0,2,1,2.5,3,2,2010,180929.6229
1492,30,SawyerW,Feedr,1Fam,1Story,5,5,1920,1950,1012,0,0,1,0,1,2,1,2010,163481.5015
1493,20,Sawyer,RRNe,1Fam,1Story,6,6,1974,2002,1494,1,0,2,0,3,3,2,2010,187798.0767
1494,60,NoRidge,Norm,1Fam,2Story,8,5,1993,1993,2349,1,0,2,1,3.5,4,3,2010,198822.1989
1495,60,NoRidge,Norm,1Fam,2Story,8,5,1992,1993,2225,1,0,2,1,3.5,4,3,2010,194868.4099
1496,120,Somerst,Norm,TwnhsE,1Story,7,5,2004,2005,1488,1,0,2,0,3,2,2,2010,152605.2986
1497,160,Somerst,Norm,TwnhsE,2Story,7,5,2004,2004,1680,0,0,2,1,2.5,2,2,2010,147797.7028
1498,160,Somerst,Norm,TwnhsE,2Story,7,5,2004,2004,1200,0,0,2,1,2.5,2,2,2010,150521.969
1499,160,Somerst,Norm,Twnhs,2Story,7,5,2004,2005,1200,1,0,2,1,3.5,2,2,2010,146991.6302
1500,160,Somerst,Norm,Twnhs,2Story,6,5,2005,2005,1236,1,0,2,1,3.5,2,2,2010,150306.3078
1501,160,Somerst,Norm,TwnhsE,2Story,6,5,2000,2000,1512,1,0,2,1,3.5,2,2,2010,151164.3725
1502,160,Somerst,Norm,TwnhsE,2Story,7,5,2003,2003,1080,0,0,2,1,2.5,2,2,2010,151133.707
1503,20,Somerst,Norm,1Fam,1Story,8,5,2010,2010,1418,1,0,1,1,2.5,1,3,2010,156214.0425
1504,60,Somerst,Norm,1Fam,2Story,8,5,2000,2000,1848,1,0,2,1,3.5,3,2,2010,171992.7607
1505,20,Somerst,Norm,1Fam,1Story,7,5,2002,2002,1492,1,0,2,0,3,3,2,2010,173214.9125
1506,20,NWAmes,Norm,1Fam,1Story,6,6,1967,1967,1829,1,0,2,0,3,4,2,2010,192429.1873
1507,60,NWAmes,Norm,1Fam,2Story,6,5,1993,1993,2495,1,0,2,1,3.5,4,2,2010,190878.6951
1508,50,NWAmes,Norm,1Fam,1.5Fin,6,5,1978,1978,1891,0,1,3,0,3.5,3,2,2010,194542.5441
1509,60,NWAmes,Norm,1Fam,2Story,6,6,1971,1971,1645,0,0,1,2,2,4,2,2010,191849.4391
1510,20,NAmes,Norm,1Fam,1Story,5,5,1966,1966,1232,1,0,1,1,2.5,3,2,2010,176363.7739
1511,20,NAmes,Norm,1Fam,1Story,5,5,1966,1966,1209,1,0,1,0,2,3,2,2010,176954.1854
1512,20,NAmes,Norm,1Fam,1Story,5,6,1967,1967,1510,1,0,2,0,3,3,2,2010,176521.217
1513,80,NAmes,Norm,1Fam,SLvl,6,5,1964,1964,1775,0,0,2,0,2,3,2,2010,179436.7048
1514,90,NAmes,Norm,Duplex,1Story,5,6,1962,2001,1728,2,0,2,0,4,6,0,2010,220079.7568
1515,50,NAmes,Norm,1Fam,1.5Fin,5,7,1952,2002,2461,0,0,2,0,2,3,2,2010,175502.9181
1516,50,NAmes,Artery,1Fam,1.5Fin,6,6,1949,1950,1556,0,0,2,0,2,3,2,2010,188321.0738
1517,85,NAmes,Norm,1Fam,SFoyer,6,8,1966,2008,1128,1,0,1,0,2,2,1,2010,163276.3245
1518,90,NAmes,Feedr,Duplex,1Story,5,5,1958,1958,1604,0,0,2,0,2,4,2,2010,185911.3663
1519,20,NAmes,Norm,1Fam,1Story,7,5,2003,2009,1480,1,0,2,0,3,3,2,2010,171392.831
1520,20,NAmes,Norm,1Fam,1Story,5,5,1959,1959,1143,1,0,1,0,2,3,1,2010,174418.207
1521,20,NAmes,Norm,1Fam,1Story,5,5,1959,1959,1206,0,0,1,0,1,3,1,2010,179682.7096
1522,20,NAmes,Norm,1Fam,1Story,6,5,1959,1959,1580,1,0,1,1,2.5,3,2,2010,179423.7516
1523,50,NAmes,Norm,1Fam,1.5Fin,4,5,1956,1956,1337,0,0,1,0,1,3,1,2010,171756.9181
1524,20,NAmes,Norm,1Fam,1Story,5,7,1952,1952,1064,0,1,1,0,1.5,2,1,2010,166849.6382
1525,20,NAmes,Norm,1Fam,1Story,5,6,1955,1955,972,0,0,1,0,1,3,1,2010,181122.1687
1526,190,NAmes,Norm,2fmCon,1Story,5,5,1958,1958,988,1,0,1,0,2,2,1,2010,170934.4627
1527,30,NAmes,Norm,1Fam,1Story,4,7,1920,1994,985,0,1,1,0,1.5,2,2,2010,159738.2926
1528,50,NAmes,Artery,1Fam,1.5Fin,6,8,1948,2004,1224,1,0,1,0,2,3,1,2010,174445.7596
1529,20,NAmes,Norm,1Fam,1Story,5,6,1960,1960,1175,0,0,1,1,1.5,3,2,2010,174706.3637
1530,20,NAmes,Norm,1Fam,1Story,6,7,1963,1984,1395,1,0,1,0,2,2,2,2010,164507.6725
1531,50,OldTown,Norm,1Fam,1.5Fin,4,5,1900,1954,1844,1,0,1,0,2,3,1,2010,163602.5122
1532,30,OldTown,Artery,1Fam,1Story,5,7,1920,1950,936,1,0,1,0,2,2,0,2010,154126.2702
1533,20,OldTown,Norm,1Fam,1Story,5,7,1957,1957,1347,1,1,1,0,2.5,3,2,2010,171104.8535
1534,45,OldTown,Norm,1Fam,1.5Fin,6,7,1938,2000,1251,0,0,1,0,1,3,1,2010,167735.3927
1535,50,OldTown,Artery,1Fam,1.5Fin,5,7,1948,2009,1633,0,0,1,0,1,3,1,2010,183003.6133
1536,50,OldTown,Artery,1Fam,1.5Fin,5,6,1920,1962,1245,0,0,1,0,1,3,1,2010,172580.3812
1537,30,OldTown,Norm,1Fam,1Story,2,2,1923,1970,832,0,0,1,0,1,2,2,2010,165407.8891
1538,70,OldTown,Norm,1Fam,2Story,8,9,1900,2003,1566,0,0,2,0,2,3,1,2010,176363.7739
1539,70,OldTown,Norm,1Fam,2Story,8,9,1890,2002,2268,0,0,3,0,3,3,2,2010,175182.9509
1540,190,OldTown,Norm,2fmCon,2Story,5,3,1910,1950,2256,0,0,2,0,2,4,0,2010,190757.1778
1541,70,OldTown,Norm,1Fam,2Story,6,7,1922,1994,1470,0,0,1,1,1.5,2,2,2010,167186.9958
1542,50,BrkSide,Feedr,1Fam,1.5Fin,5,6,1950,1997,1612,0,0,1,1,1.5,3,1,2010,167839.3768
1543,75,BrkSide,Norm,1Fam,2.5Unf,7,7,1922,2005,2068,0,0,1,1,1.5,3,1,2010,173912.4212
1544,30,BrkSide,Feedr,1Fam,1Story,4,7,1925,1950,765,1,0,1,0,2,2,1,2010,154034.9174
1545,50,BrkSide,Norm,1Fam,1.5Fin,6,7,1939,1950,1132,1,0,1,0,2,2,1,2010,156002.9558
1546,50,BrkSide,Norm,1Fam,1.5Fin,6,6,1940,1950,1196,0,1,1,1,2,3,2,2010,168173.9433
1547,50,BrkSide,Feedr,1Fam,1.5Fin,5,6,1942,1950,1453,0,0,1,1,1.5,3,1,2010,168882.4371
1548,50,BrkSide,Norm,1Fam,1.5Fin,6,7,1948,1950,1416,0,0,1,1,1.5,3,1,2010,168173.9433
1549,50,BrkSide,Norm,1Fam,1.5Fin,5,7,1936,1980,1040,0,0,1,0,1,2,2,2010,157580.1776
1550,50,BrkSide,Norm,1Fam,1.5Fin,5,5,1930,1950,1536,0,0,2,0,2,4,2,2010,181922.1526
1551,30,OldTown,Artery,1Fam,1Story,6,5,1923,1950,1068,1,0,1,0,2,2,1,2010,155134.2278
1552,50,OldTown,Norm,1Fam,1.5Fin,4,5,1915,1950,1962,0,0,1,1,1.5,4,2,2010,188885.5733
1553,70,OldTown,Norm,1Fam,2Story,6,8,1912,2009,1560,0,0,1,1,1.5,3,0,2010,183963.193
1554,70,OldTown,Norm,1Fam,2Story,6,8,1920,1993,1324,0,1,1,0,1.5,3,1,2010,161298.7623
1555,20,ClearCr,Feedr,1Fam,1Story,5,5,1959,1959,1675,0,0,2,0,2,3,1,2010,188613.6676
1556,50,ClearCr,Norm,1Fam,1.5Fin,5,3,1917,1950,1224,0,0,1,1,1.5,3,1,2010,175080.1118
1557,190,SWISU,Norm,2fmCon,1.5Fin,5,4,1915,1950,1392,1,0,1,0,2,3,0,2010,174744.4003
1558,50,SWISU,Norm,1Fam,1.5Fin,6,5,1940,1950,919,0,0,1,0,1,3,1,2010,168175.9113
1559,70,SWISU,Norm,1Fam,2Story,4,1,1907,1950,1884,0,0,1,1,1.5,4,0,2010,182333.4726
1560,190,SWISU,Artery,2fmCon,1.5Fin,5,7,1910,1950,1680,1,0,2,0,3,2,2,2010,158307.2067
1561,90,Sawyer,Norm,Duplex,1Story,4,3,1967,1967,1832,2,0,2,0,4,4,0,2010,193053.0555
1562,20,Sawyer,Norm,1Fam,1Story,5,7,1966,2008,892,1,0,1,0,2,3,1,2010,175031.09
1563,20,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,864,1,0,1,0,2,2,1,2010,160713.2946
1564,90,Sawyer,Norm,Duplex,SFoyer,5,5,1978,1978,1373,1,0,1,0,2,3,2,2010,173186.215
1565,60,Sawyer,Norm,1Fam,2Story,5,5,1968,1968,1440,0,0,1,1,1.5,4,2,2010,191736.7598
1566,20,ClearCr,Norm,1Fam,1Story,7,7,1977,2001,1483,1,0,1,1,2.5,1,2,2010,170401.631
1567,30,Sawyer,Feedr,1Fam,1Story,4,4,1927,1950,756,0,0,1,0,1,2,2,2010,164626.5779
1568,60,ClearCr,Norm,1Fam,2Story,6,5,1978,1992,1981,1,0,2,1,3.5,4,2,2010,205469.4094
1569,50,Edwards,Norm,1Fam,1.5Fin,3,4,1938,1990,1610,0,1,2,0,2.5,4,1,2010,209561.7842
1570,20,Edwards,Norm,1Fam,1Story,6,7,1950,1987,1074,1,0,1,0,2,3,1,2010,182271.5031
1571,50,Edwards,Norm,1Fam,1.5Fin,4,6,1947,1979,1531,0,0,1,0,1,3,1,2010,178081.5494
1572,20,Edwards,Norm,1Fam,1Story,5,7,1954,1998,1172,1,0,1,0,2,3,1,2010,178425.9561
1573,20,Edwards,Norm,1Fam,1Story,7,5,2009,2010,1508,1,0,1,0,2,1,2,2010,162015.3185
1574,20,Edwards,Norm,1Fam,1Story,5,3,1964,1964,1298,0,0,2,0,2,3,2,2010,181722.4204
1575,20,SawyerW,Norm,1Fam,1Story,7,5,1987,1987,1433,1,0,1,1,2.5,1,2,2010,156705.7302
1576,60,SawyerW,Norm,1Fam,2Story,6,7,1993,1993,1802,0,1,2,1,3,3,4,2010,182902.4203
1577,20,CollgCr,Norm,1Fam,1Story,7,5,2010,2010,1222,0,0,2,0,2,2,2,2010,157574.5954
1578,50,SawyerW,Norm,1Fam,1.5Fin,6,8,1900,1993,1445,0,0,2,0,2,3,2,2010,184380.7391
1579,85,CollgCr,Norm,1Fam,SFoyer,5,5,1996,1996,965,1,0,1,0,2,2,2,2010,169364.4692
1580,60,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,1692,0,0,2,1,2.5,3,2,2010,175846.1798
1581,20,CollgCr,Norm,1Fam,1Story,5,8,1977,2004,1026,1,0,1,1,2.5,3,1,2010,189673.2953
1582,20,CollgCr,Norm,1Fam,1Story,5,6,1972,1972,876,1,0,1,0,2,3,2,2010,174401.3177
1583,20,CollgCr,Norm,1Fam,1Story,8,5,2003,2003,1978,1,0,2,1,3.5,3,3,2010,179021.4487
1584,60,CollgCr,Norm,1Fam,2Story,7,5,1997,1997,2098,0,0,2,1,2.5,4,2,2010,189196.8453
1585,120,CollgCr,Norm,TwnhsE,1Story,6,5,2003,2003,848,1,0,1,0,2,1,2,2010,139647.0957
1586,30,Edwards,Feedr,1Fam,1Story,3,6,1945,2007,640,0,0,1,0,1,2,1,2010,161468.1983
1587,20,Edwards,Norm,1Fam,1Story,5,6,1954,1954,992,0,0,1,0,1,3,1,2010,171557.3232
1588,20,Edwards,Norm,1Fam,1Story,5,6,1968,1968,1196,1,0,1,0,2,3,1,2010,179447.368
1589,50,Edwards,Norm,1Fam,1.5Fin,4,5,1948,1950,1120,0,0,1,0,1,2,2,2010,169611.619
1590,80,Edwards,Norm,1Fam,SLvl,6,6,1975,1975,1096,1,0,1,0,2,3,1,2010,172088.8727
1591,20,Edwards,Norm,1Fam,1Story,4,5,1958,1958,960,0,0,1,0,1,3,0,2010,171190.6241
1592,30,SWISU,Artery,1Fam,1Story,5,6,1924,1999,1296,0,0,2,0,2,2,1,2010,154850.5084
1593,30,SWISU,Norm,1Fam,1Story,6,6,1939,1950,856,1,0,1,0,2,2,2,2010,158617.6557
1594,90,SWISU,Norm,Duplex,2Story,4,6,1967,1967,2650,0,0,3,0,3,6,0,2010,209258.3369
1595,50,SWISU,Feedr,1Fam,1.5Fin,5,2,1931,1950,1666,1,0,1,0,2,3,0,2010,177939.0276
1596,50,Crawfor,Norm,1Fam,1.5Fin,7,6,1941,1985,2133,1,0,1,1,2.5,4,1,2010,194631.1003
1597,90,Crawfor,Norm,Duplex,2Story,5,6,1950,1991,2177,0,0,2,1,2.5,5,2,2010,213618.8716
1598,80,Crawfor,Norm,1Fam,SLvl,7,6,1994,2007,1652,1,0,2,1,3.5,3,2,2010,198342.5042
1599,120,Blueste,Norm,TwnhsE,1Story,8,6,1989,1989,1034,1,0,1,0,2,1,2,2010,138607.9715
1600,120,Blueste,Norm,TwnhsE,1Story,8,5,1989,1989,1191,0,0,2,0,2,2,2,2010,150778.959
1601,30,IDOTRR,Norm,1Fam,1Story,2,5,1941,1950,540,0,0,1,0,1,1,1,2010,146966.2303
1602,50,IDOTRR,Norm,1Fam,1.5Fin,6,5,1921,1975,1107,0,0,1,0,1,2,1,2010,162182.5962
1603,30,IDOTRR,Norm,1Fam,1Story,4,7,1896,1950,952,0,0,1,0,1,3,1,2010,176825.941
1604,120,Crawfor,Artery,TwnhsE,1Story,8,5,2004,2005,1646,1,1,2,0,3.5,2,2,2010,152799.8124
1605,60,Mitchel,Norm,1Fam,2Story,8,5,1998,1999,1916,1,0,2,1,3.5,3,3,2010,180322.3221
1606,80,Mitchel,Norm,1Fam,SLvl,6,7,1977,1977,1285,0,1,2,0,2.5,3,2,2010,177508.0272
1607,90,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,2048,0,0,3,0,3,5,2,2010,208029.6427
1608,20,Timber,Norm,1Fam,1Story,7,5,2008,2008,1346,1,0,2,0,3,3,3,2010,181987.2825
1609,20,Timber,Norm,1Fam,1Story,7,5,2009,2010,1214,0,0,2,0,2,2,2,2010,160172.728
1610,60,Timber,Norm,1Fam,2Story,5,5,2006,2007,1444,0,0,2,1,2.5,3,2,2010,176761.3177
1611,20,Mitchel,Norm,1Fam,1Story,5,5,1965,1977,1264,1,0,1,0,2,2,2,2010,176515.4975
1612,20,Mitchel,Norm,1Fam,1Story,5,5,2004,2005,1430,0,0,2,0,2,3,2,2010,176270.4531
1613,20,Mitchel,Norm,1Fam,1Story,5,5,1999,1999,1344,0,0,2,0,2,3,2,2010,183050.8463
1614,120,MeadowV,Norm,Twnhs,1Story,5,6,1973,1973,945,1,1,1,0,2.5,2,1,2010,150011.1021
1615,160,MeadowV,Norm,Twnhs,2Story,4,7,1970,1970,1092,0,0,1,1,1.5,3,0,2010,159270.5378
1616,160,MeadowV,Norm,TwnhsE,2Story,4,4,1970,1970,1092,0,0,1,1,1.5,3,0,2010,163419.6637
1617,160,MeadowV,Norm,TwnhsE,2Story,4,6,1972,1972,1092,0,0,1,1,1.5,3,1,2010,163399.9833
1618,20,Mitchel,Norm,1Fam,1Story,5,7,1971,2004,874,0,0,1,0,1,3,1,2010,173364.1615
1619,20,Mitchel,Norm,1Fam,1Story,5,7,1984,1984,833,1,0,1,0,2,2,2,2010,169556.8359
1620,90,Mitchel,Norm,Duplex,2Story,5,2,1985,1986,2432,0,0,4,2,5,4,2,2010,183690.596
1621,60,Mitchel,Norm,1Fam,2Story,5,5,1991,1991,1274,0,0,1,1,1.5,3,2,2010,176980.9149
1622,50,Mitchel,Norm,1Fam,1.5Fin,5,5,1969,1969,1479,0,0,2,0,2,5,1,2010,204773.3622
1623,20,Mitchel,Norm,1Fam,1Story,8,5,1994,1995,1803,1,1,2,1,4,3,2,2010,174728.656
1624,60,Mitchel,Norm,1Fam,2Story,6,5,1993,1994,1797,1,0,2,1,3.5,3,2,2010,181873.4582
1625,20,NAmes,Norm,1Fam,1Story,6,5,1956,1956,882,0,0,1,0,1,2,1,2009,177322.0008
1626,20,NAmes,Norm,1Fam,1Story,6,5,1974,1974,1434,1,0,2,0,3,4,2,2009,193927.939
1627,60,Gilbert,Norm,1Fam,2Story,6,5,1997,1997,1608,0,0,2,1,2.5,3,2,2009,181715.6227
1628,60,Gilbert,Norm,1Fam,2Story,8,5,2003,2003,2283,0,0,2,1,2.5,4,3,2009,199270.8412
1629,80,Gilbert,Norm,1Fam,SLvl,7,5,1996,1997,1628,0,0,2,1,2.5,3,2,2009,177109.59
1630,120,StoneBr,Norm,TwnhsE,1Story,8,5,2004,2005,2522,1,0,2,0,3,1,2,2009,153909.5783
1631,120,StoneBr,Norm,1Fam,1Story,8,5,1998,1998,1478,1,0,2,0,3,2,2,2009,162931.2033
1632,120,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,1734,1,0,2,0,3,2,2,2009,166386.7567
1633,80,Gilbert,Norm,1Fam,SLvl,7,5,1998,1998,1382,0,0,2,1,2.5,3,2,2009,173719.3038
1634,60,Gilbert,Norm,1Fam,2Story,6,5,1998,1999,1636,1,0,2,1,3.5,3,2,2009,179757.9257
1635,60,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,1516,1,0,2,1,3.5,3,2,2009,179007.602
1636,20,Gilbert,Norm,1Fam,1Story,6,5,1993,1993,1190,0,0,2,0,2,3,2,2009,180370.8086
1637,60,Gilbert,Norm,1Fam,2Story,5,6,1977,1977,1934,1,0,2,1,3.5,3,2,2009,185102.6167
1638,60,NWAmes,RRNn,1Fam,2Story,7,6,1978,1978,2050,0,0,2,1,2.5,4,2,2009,198825.5635
1639,20,NWAmes,Norm,1Fam,1Story,6,6,1978,1986,1671,0,0,2,0,2,3,2,2009,184294.576
1640,60,NWAmes,Norm,1Fam,2Story,7,7,1980,1991,2673,0,0,2,1,2.5,4,2,2009,200443.7921
1641,20,NWAmes,Norm,1Fam,1Story,6,5,1978,1998,1707,0,0,2,0,2,3,2,2009,181294.7845
1642,60,Somerst,Norm,1Fam,2Story,7,5,2003,2003,1884,1,0,2,1,3.5,3,2,2009,174354.3363
1643,60,Somerst,RRNn,1Fam,2Story,8,5,2000,2001,1874,0,0,2,1,2.5,3,2,2009,172023.6778
1644,60,Somerst,Norm,1Fam,2Story,8,5,2002,2002,1811,0,0,2,1,2.5,3,2,2009,181666.9229
1645,20,NWAmes,PosN,1Fam,1Story,5,7,1975,1975,1621,1,0,2,0,3,3,2,2009,179024.4913
1646,20,NWAmes,Norm,1Fam,1Story,6,6,1974,1974,1116,1,0,2,0,3,3,2,2009,178324.1916
1647,20,NWAmes,Norm,1Fam,1Story,7,5,1975,1975,1193,0,0,2,0,2,3,2,2009,184534.6767
1648,20,NAmes,Norm,1Fam,1Story,5,5,1970,1970,1180,0,0,1,1,1.5,2,2,2009,159397.2504
1649,20,NAmes,Norm,1Fam,1Story,5,7,1971,1971,1050,1,0,1,1,2.5,3,1,2009,178430.9667
1650,20,NAmes,Norm,1Fam,1Story,4,6,1970,1970,864,1,0,1,0,2,3,2,2009,177743.7994
1651,20,NAmes,Norm,1Fam,1Story,4,7,1971,2006,864,0,0,1,0,1,3,2,2009,179395.3055
1652,160,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,987,1,0,1,1,2.5,2,1,2009,151713.3847
1653,160,BrDale,Norm,Twnhs,2Story,6,6,1972,1972,987,1,0,1,1,2.5,2,1,2009,151713.3847
1654,160,NPkVill,Norm,TwnhsE,2Story,6,5,1976,1976,1548,0,0,2,1,2.5,3,2,2009,168434.978
1655,120,NPkVill,Norm,Twnhs,1Story,7,5,1975,1975,1055,0,1,2,0,2.5,2,2,2009,153999.1003
1656,160,NPkVill,Norm,Twnhs,2Story,6,5,1977,1977,1456,0,0,2,1,2.5,3,2,2009,164096.0974
1657,160,NPkVill,Norm,TwnhsE,2Story,6,5,1978,1978,1548,0,1,2,1,3,3,2,2009,166335.403
1658,160,NPkVill,Norm,TwnhsE,2Story,6,5,1978,1978,1456,0,0,2,1,2.5,3,2,2009,163020.7254
1659,120,NPkVill,Norm,TwnhsE,1Story,7,6,1976,1976,836,0,1,1,0,1.5,2,1,2009,155862.5107
1660,20,NAmes,Norm,1Fam,1Story,5,7,1966,2004,1120,0,1,1,0,1.5,3,2,2009,182760.6511
1661,60,NridgHt,PosN,1Fam,2Story,9,5,2007,2007,2772,1,0,3,1,4.5,4,3,2009,201912.2706
1662,60,NridgHt,Norm,1Fam,2Story,9,5,2009,2009,2690,1,0,2,1,3.5,3,3,2009,185988.234
1663,20,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,2020,1,0,2,0,3,3,3,2009,183778.4489
1664,20,NridgHt,PosA,1Fam,1Story,10,5,2007,2007,2674,2,0,2,1,4.5,2,3,2009,170935.8592
1665,20,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,1736,0,0,2,0,2,3,3,2009,184468.9084
